CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Tear Gas,,,,,,,,,,
Oakland,Highland Hospital,,CA,US,2020-07-20,,,,,,,Alameda County Coalition for Healthy Communities,protest unequal access to and quality of healthcare for Black Americans,1,walk out,,,,,0,1,https://sf.funcheap.com/alameda-county-health-system-walkout-black-lives/,,,,,,,,,,,,,,
Oakland,,,CA,US,2020-07-20,,,,,,,SEIU 2015; caregivers and allies,antiracism; seek racial justice,1,protest,,,,,0,1,https://actionnetwork.org/events/seiu-2015-for-black-lives-6,,,,,,,,,,,,,,
Pittsburgh,Schenley Plaza,,PA,US,2020-07-20,about 100,100,,100,,,grocery workers; bus operators; healthcare workers,"against racism, #BlackWorkersMatter, for hazard pay and paid sick leave and adequate PPE to protect against COVID-19, for the right to unionize, for economic relief",1,protest,,,,,1,1,https://www.pghcitypaper.com/pittsburgh/black-workers-protest-in-pittsburgh-demand-hazard-pay-and-paid-sick-leave/Content?oid=17685915,,,,,,,,,,,,,,
San Francisco,City Hall,,CA,US,2020-07-20,,,,,,,SEIU,antiracism; commemorate Black lives lost,1,"protest, strike",,,,,1,1,https://actionnetwork.org/events/sf-city-hall-strike-for-black-lives,https://www.instagram.com/p/CC1recjhveK/,,,,,,,,,,,,,
San Leandro,Fairmont Hospital,,CA,US,2020-07-20,,,,,,,Alameda County Coalition for Healthy Communities,protest unequal access to and quality of healthcare for Black Americans,1,walk out,,,,,1,1,https://sf.funcheap.com/alameda-county-health-system-walkout-black-lives/,,,,,,,,,,,,,,
Santa Cruz,,,CA,US,2020-07-20,,,,,,,SEIU 2015,antiracism; seek racial justice,1,caravan,,,,,1,1,https://actionnetwork.org/events/seiu-2015-for-black-lives-2,,,,,,,,,,,,,,
Santa Rosa ,Courthouse Square,,CA,US,2020-07-20,,,,,,,SEIU,antiracism; Black Lives Matter,1,protest,,,,,1,1,https://actionnetwork.org/events/earths-lives-matter,,,,,,,,,,,,,,
Brentwood,City Park,,CA,US,2020-07-21,,,,,,,local protestors,expose racism in local school district,1,protest,,,,,1,1,https://www.instagram.com/p/CCpRF4gh6NI/,,,,,,,,,,,,,,
El Cerrito,El Cerrito Plaza BART to City Hall,,CA,US,2020-07-21,,,,,,,El Cerrito Progressives,antiracism; against police brutality,1,caravan,,,,,1,1,https://sf.funcheap.com/caravan-el-cerrito-city-council-meeting/,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-21,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
San Luis Obispo,Hwy 101,,CA,US,2020-07-21,between 200 and 300 people,200,,300,,,general protesters,"against racism, against police violence",1,march,8,,,1,1,1,https://www.sanluisobispo.com/news/local/article246513415.html,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-22,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Shelby Township,23 Mile Rd and Van Dyke,,MI,US,2020-07-20,40 people,40,,40,,,general protesters,"against racism, for firing police chief over social media posts about George Floyd protests",1,protest,1,0,0,0,1,1,https://www.clickondetroit.com/news/local/2020/07/21/protesters-gather-in-shelby-township-after-police-chief-robert-shelides-suspension-ends/,https://www.clickondetroit.com/news/local/2020/07/23/rev-wj-rideout-arrested-after-protesting-in-shelby-township/,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-23,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
San Ramon,Bollinger Canyon Road,,CA,US,2020-07-23,,,,,,,ACCE Action,antiracism; defund the police,1,caravan,,,,,1,1,https://www.instagram.com/p/CC-NvTcBoMM/,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-24,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Palo Alto,Stanford University,,CA,US,2020-07-24,,,,,,,local protestors,antiracism; remove police from campus,1,protest,,,,,1,1,https://www.instagram.com/p/CC1xNEms4-S/,"https://www.stanforddaily.com/2020/08/07/step-up-or-step-down-movement-protests-through-a-week-of-action/#:~:text=On%20July%2024%2C%20Accountability%20Day%2C%20protestors%20focused%20on,artist%20who%20grew%20up%20nearby%20in%20Redwood%20City.",,,,,,,,,,,,,
Richmond,Grocery Outlet Parking Lot to Civic Center Plaza to City Hall,,CA,US,2020-07-24,,,,,,,general protestors ,antiracism; celebrating Afro Latinx people,1,march,,,,,1,1,https://www.instagram.com/p/CC7G65TBnxC/,,,,,,,,,,,,,,
San Francisco,Duboce Park,,CA,US,2020-07-24,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CC41iGTB5F9/,,,,,,,,,,,,,,
Sebastopol,Sebastopol Square,,CA,US,2020-07-24,,,,,,,Black Lives Matter,antiracism; Black Lives Matter,1,chalk painting,,,,,1,1,https://www.instagram.com/p/CC6JVM2hVfG/,,,,,,,,,,,,,,
Alameda,Amelia Earhart Elementary School,,CA,US,2020-07-25,,,,,,,"local protestors, families",antiracism; seek racial justice,1,"march, caravan",,,,,1,1,https://www.instagram.com/p/CC4x6NxBjhI/,,,,,,,,,,,,,,
Ann Arbor,East Liberty St,,MI,US,2020-07-25,,,,,,,general protesters,"against racism, against police brutality, against fascism, against use of federal agents to police protests",1,protest,0,0,0,0,1,1,https://www.clickondetroit.com/all-about-ann-arbor/2020/07/27/in-pictures-protestors-rally-in-ann-arbor-against-police-brutality-use-of-federal-agents/,,,,,,,,,,,,,,
Antioch,City Park,,CA,US,2020-07-25,,,,,,,general protestors,against police injustice; support homeless community,1,"rally, fundraiser",,,,,1,1,https://www.instagram.com/p/CCqphXyh79s/,,,,,,,,,,,,,,
Aurora,Aurora Police Department,na,CO,US,2020-07-25,over a thousand,1000,,2000,,,general protesters,"against racism, against police violence, justice for, Elijah McClain, in solidarity with Portland",1,protest,1,1,,,1,1,https://unicornriot.ninja/2020/massive-crowd-expected-outside-aurora-pd-in-solidarity-with-elijah-mcclain-portland/,https://unicornriot.ninja/2020/jeep-drives-through-protesters-on-i-225-in-aurora-no-charges-filed/,,Someone drove a Jeep through the crowd in the interstate. One protester fired a gun at the Jeep after that and was arrested.,,,,,,,,,,,
Bloomington,Bloomington Civic Center,,MN,US,2020-07-25,hundreds,200,,200,,,Bikers Riding Against Police Brutality,"against racism, against police violence, for BIPOC representation in school district",1,march,,,,,1,1,https://unicornriot.ninja/2020/march-for-justice-challenges-back-the-blue-in-minneapolis-suburb/,,,Some participants scuffled with participants in Back the Blue rally when the two crowds converged.,,,,,,,,,,,
Hartford,Capitol,Hartford,CT,US,2020-07-25,,,,,,,Defund UConnPD,antiracism; against police brutality; for defunding the police,1,rally,,,,,1,1,https://www.instagram.com/p/CCoVKvmAY2L/,,,,,,,,,,,,,,
Livermore,City Hall down South Livermore and First Street to Bankhead theatre,,CA,US,2020-07-25,,,,,,,LHS Students for Social Change,antiracism; against police brutality,1,protest,,,,,1,1,https://www.instagram.com/p/CCxfmofBpSK/,,,,,,,,,,,,,,
Los Angeles,,,CA,US,2020-07-25,about 100,100,,100,,,general protestors,antiracism; against police brutality,1,protest,4,3,4,1,1,1,https://www.koin.com/news/protests/oakland-protesters-set-fire-to-courthouse-smash-windows/,,,,,,,,,,,,,,
Louisville,downtown,Jefferson,KY,US,2020-07-25,hundreds; around 500,200,,500,,,NFAC,justice for Breonna Taylor,1,protest,0,3,0,0,1,1,https://www.tampabay.com/news/nation-world/2020/07/25/breonna-taylor-protest-brings-black-white-militias-to-louisville/,https://www.baystatebanner.com/2020/07/28/watch-militia-groups-face-off-in-louisville/,,,0,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-25,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Oakland,Mosswood Park,,CA,US,2020-07-25,,,,,,,general protestors,antiracism; Black Lives Matter,1,music & art show,,,,,1,1,https://sf.funcheap.com/rise-in-power/,,,,,,,,,,,,,,
Oakland,Alameda County Superior Courthouse,,CA,US,2020-07-25,about 700,700,,700,,,general protestors,antiracism; against police brutality,1,protest,5,0,0,1,0,1,https://www.sfchronicle.com/living/article/Who-s-actually-causing-damage-at-anti-police-15443277.php,https://www.koin.com/news/protests/oakland-protesters-set-fire-to-courthouse-smash-windows/,,,,,,,,,,,,,
Oakland,Oscar Grant Park,,CA,US,2020-07-25,,,,,,,general protestors,antiracism; anti fascism,1,protest,,,,,1,1,https://sf.funcheap.com/fascist-feds-oakland-rally/,https://www.instagram.com/p/CC4ySJSh__y/,,,,,,,,,,,,,
Palo Alto,Embarcadero at El Camino Real,,CA,US,2020-07-25,FB: 8,8,,8,,,Raging Grannies Action League,antiracism; solidarity with Portland protestors,1,protest,,,,,1,1,https://www.facebook.com/events/651214108827921/,https://sf.funcheap.com/city-guide/wall-moms-oakland-protest-tonight/,,,,,,,,,,,,,
Sacramento,,,CA,US,2020-07-25,na,150,,150,,,general protestors,antiracism; against police brutality,1,protest,1,0,0,1,1,1,https://www.koin.com/news/protests/oakland-protesters-set-fire-to-courthouse-smash-windows/,,,,,,,,,,,,,,
San Francisco,,,CA,US,2020-07-25,,,,,,,general protestors,antiracism; defund the police; justice for Jace Young,1,protest,,,,,1,1,https://www.instagram.com/p/CC5JAywhw7i/?igshid=1wo7djq134h8t,,,,,,,,,,,,,,
Seattle,Seattle Central College,King ,WA,US,2020-07-25,,,,,,,general protesters,antiracism; against police brutality; against Federal police presence,1,protest,,,,,1,1,https://twitter.com/pmalonedc/status/1287134828375109632,,,,,,,,,,,,,,
Shaler Township,Shaler Area Middle School,,PA,US,2020-07-25,about 150,150,,150,,,Shaler Area Anti-Racist Advocates,"against racism, against police violence",1,protest,,,,,1,1,https://www.pghcitypaper.com/pittsburgh/man-at-pro-police-counter-protest-shouts-kill-transgenders-at-black-lives-matter-rally-in-suburban-pittsburgh/Content?oid=17714023,,,,,,,,,,,,,,
Walnut Creek,1666 N Main St,,CA,US,2020-07-25,,,,,,,general protestors,antiracism; defund the police,1,protest,,,,,1,1,https://www.instagram.com/p/CC2WJrtBOA5/,,,,,,,,,,,,,,
Williamsburg,Merchants Square,,VA,US,2020-07-25,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,https://www.wtkr.com/sports/tribe-sprinter-felecia-hayes-hosts-protests-every-week-for-4-months-straight,,,,,,,,,,,,,,
Ithaca,Ithaca Commons,,NY,US,2020-07-26,,,,,,,general protesters,"against racism, against police violence, for defunding police",1,rally; march,,,,,1,1,,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-26,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Pittsburgh,Birmingham Bridge,,PA,US,2020-07-26,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.pghcitypaper.com/pittsburgh/pittsburgh-police-have-arrested-dozens-of-blm-protesters-over-the-past-few-months-including-prominent-organizers-and-they-dont-seem-to-be-s/Content?oid=17759531,,,police shoved and used a baton on at least one protester,,,,,,,,,,,
San Francisco,Noe and 21st Streets,,CA,US,2020-07-26,,,,,,,general protestors,antiracism; against police brutality,1,"protest, march",,,,,1,1,https://sf.funcheap.com/yo-hood-peaceful-protest-march/,,,,,,,,,,,,,,
Saratoga Springs,,,NY,US,2020-07-26,more than 150,150,,150,,,general protestors,antiracism; promote racial equality,1,rally,0,0,0,0,1,1,https://dailygazette.com/2020/07/26/activist-group-all-of-us-hosts-peaceful-protest-in-saratoga-springs-people-over-property/,,,,,,,,,,,,,,
Sausalito,"Marin Headlands (Rodeo, Alta, Bobcat Trails)",,CA,US,2020-07-26,,,,,,,"Mulatto Meadows, The Humble Horsemanship Project",antiracism; commemorate Black lives lost,1,horse ride,0,0,0,0,1,1,https://www.instagram.com/p/CCqR-hDhcCf/,https://www.marinij.com/2020/07/26/equestrians-demonstrate-in-the-headlands-in-support-of-black-lives-matter/,https://www.marinij.com/2020/07/26/marin-headlands-equestrians-ride-for-social-justice/,,,,,,,,,,,,
Fremont ,Police Station,,CA,US,2020-07-27,,,,,,,general protestors,abolish the police,1,protest,,,,,1,1,https://www.instagram.com/p/CDF2_ioBrSQ/,,,,,,,,,,,,,,
Hayward,Hayward Plunge,,CA,US,2020-07-27,,,,,,,general protestors,seek racial justice; defund the police,1,protest,,,,,1,1,https://www.instagram.com/p/CC976vxBp-K/,,,,,,,,,,,,,,
Martinez,202 Glacier Drive,,CA,US,2020-07-27,,,,,,,general protestors,antiracism; against youth prisons,1,protest,,,,,1,1,https://www.instagram.com/p/CDCzMknB4qy/,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-27,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-28,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-29,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
San Francisco,"Whole Foods, 450 Rhode Island",,CA,US,2020-07-29,,,,,,,general protestors,antiracism; protest Whole Food's ban on BLM attire,1,protest,,,,,1,1,https://www.instagram.com/p/CDIftHCh3ez/,,,,,,,,,,,,,,
Shelby Township,,,MI,US,2020-07-29,,,,,,,general protesters,"against racism, against police violence",1,protest; march,2,0,0,0,1,1,https://www.clickondetroit.com/news/local/2020/07/30/tense-night-in-shelby-twp-as-protesters-were-confronted-by-police-counter-protesters/,,,,,,,,,,,,,,
Lake Buena Vista,basketball court,,FL,US,2020-07-30,,,,,,,NBA players and coaches,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.yahoo.com/lifestyle/nba-players-referees-all-kneel-as-national-anthem-plays-before-jazz-pelicans-bubble-tipoff-225215284.html,https://twitter.com/BleacherReport/status/1288968452728750081,,NBA national anthem protest,0,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-30,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Nashville,Legislative Plaza,,TN,US,2020-07-31,,,,,,,general protestors,"against racism, for removal of police chief, for defunding police, for demilitarizing police, for removal of Confederate statues",1,occupation,0,0,0,0,1,1,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,,,,,,,,,,,,,
Vacaville,Andrews Park to the Police Station,,CA,US,2020-07-31,,,,,,,general protestors,antiracism; commemorate Black lives lost,1,"vigil, protest",,,,,1,1,https://www.instagram.com/p/CDKOP-9hjHS/,,,,,,,,,,,,,,
